CLOSED DATE,OPEID,SCHOOL NAME                                                        ,LOCATION                                                       ,ADDRESS                                                       ,CITY          ,STATE,ZIP CODE
06/12/2020 ,00380217     ,WESTERN WASHINGTON UNIVERSITY                                         ,WESTERN WASHINGTON UNIVERSITY - MT. VERNON CENTER                     ,2405 EAST COLLEGE WAY SKAGIT VALLEY COLLEGE                            ,MOUNT VERNON             ,WA        ,98273-5899
06/15/2020 ,00202906     ,TULANE UNIVERSITY                                                     ,TULANE UNIVERSITY - A.B. FREEMAN SCHOOL OF BUSINESS                   ,1700 WEST LOOP SOUTH 9TH FLOOR                                         ,HOUSTON                  ,TX        ,77027-3005
06/15/2020 ,00407103     ,WALSH COLLEGE OF ACCOUNTANCY & BUSINESS ADMINISTRATION                ,WALSH COLLEGE OF ACCOUNTANCY & BUSINESS ADMINISTRATION - NOVI CAMPUS  ,41500 GARDENBROOK ROAD                                                 ,NOVI                     ,MI        ,48375-1313
06/19/2020 ,00492400     ,FORREST COLLEGE                                                       ,FORREST COLLEGE                                                       ,601 EAST RIVER STREET                                                  ,ANDERSON                 ,SC        ,29624-2405
06/19/2020 ,00537905     ,TENNESSEE COLLEGE OF APPLIED TECHNOLOGY-SHELBYVILLE                   ,TENNESSEE COLLEGE OF APPLIED TECHNOLOGY-SHELBYVILLE - SATELLITE CAMPUS,833 BY-PASS ROAD                                                       ,WINCHESTER               ,TN        ,37398-2404
06/19/2020 ,02527501     ,HOUSTON TRAINING SCHOOLS                                              ,HOUSTON TRAINING SCHOOLS - GULF                                       ,6630 GULF FREEWAY                                                      ,HOUSTON                  ,TX        ,77087-2543
06/20/2020 ,04166000     ,MANHATTAN INSTITUTE (THE)                                             ,MANHATTAN INSTITUTE (THE)                                             ,45 W. 34TH STREET 5 FL                                                 ,NEW YORK                 ,NY        ,10001-6516
06/24/2020 ,02270804     ,JOYCE UNIVERSITY OF NURSING AND HEALTH SCIENCES                       ,AMERITECH COLLEGE - PROVO                                             ,2035 NORTH 550 WEST SUITE 100                                          ,PROVO                    ,UT        ,84604-2412
06/25/2020 ,00485300     ,BRADFORD SCHOOL                                                       ,BRADFORD SCHOOL                                                       ,2469 STELZER ROAD                                                      ,COLUMBUS                 ,OH        ,43219-3129
06/25/2020 ,02117301     ,GREAT OAKS CAREER CAMPUSES-SCARLET OAKS                               ,GREAT OAKS CAREER CAMPUSES - DIAMOND OAKS CAREER CAMPUS               ,6375 HARRISON AVENUE                                                   ,CINCINNATI               ,OH        ,45247-7818
06/27/2020 ,01048913     ,AMERICAN NATIONAL UNIVERSITY                                          ,AMERICAN NATIONAL UNIVERSITY - LEXINGTON                              ,2376 SIR BARTON WAY                                                    ,LEXINGTON                ,KY        ,40509-2256
06/27/2020 ,02079415     ,EMPIRE BEAUTY SCHOOL                                                  ,EMPIRE BEAUTY SCHOOL - BORDENTOWN                                     ,610 ROUTE 206                                                          ,BORDENTOWN               ,NJ        ,08505-1513
06/28/2020 ,00294902     ,UNIVERSITY OF MOUNT OLIVE                                             ,UNIVERSITY OF MOUNT OLIVE - NEW BERN                                  ,2912 TRENT ROAD                                                        ,NEW BERN                 ,NC        ,28562-2030
06/28/2020 ,00294903     ,UNIVERSITY OF MOUNT OLIVE                                             ,UNIVERSITY OF MOUNT OLIVE - WILMINGTON                                ,1838 SIR TYLER DRIVE                                                   ,WILMINGTON               ,NC        ,28405-8372
06/28/2020 ,00294905     ,UNIVERSITY OF MOUNT OLIVE                                             ,UNIVERSITY OF MOUNT OLIVE - RESEARCH TRIANGLE PARK                    ,CENTRAL PARK WEST 5001 S MIAMI BOULEVARD SUITE 112                     ,DURHAM                   ,NC        ,27703-8437
06/28/2020 ,00294911     ,UNIVERSITY OF MOUNT OLIVE                                             ,UNIVERSITY OF MOUNT OLIVE - WASHINGTON                                ,4525 HIGHWAY 264 WEST                                                  ,WASHINGTON               ,NC        ,27889-3565
06/28/2020 ,00294913     ,UNIVERSITY OF MOUNT OLIVE                                             ,UNIVERISTY OF MOUNT OLIVE - JACKSONVILLE                              ,2543 ONSLOW DRIVE                                                      ,JACKSONVILLE             ,NC        ,28540-5609
06/30/2020 ,00140304     ,SACRED HEART UNIVERSITY                                               ,SACRED HEART UNIVERSITY - SAINT VINCENT'S COLLEGE                     ,75 HUNTING STREET                                                      ,BRIDGEPORT               ,CT        ,06606-4718
06/30/2020 ,00147998     ,EMBRY-RIDDLE AERONAUTICAL UNIVERSITY                                  ,EMBRY-RIDDLE AERONAUTICAL UNIVERSITY - SKY HARBOR CAMPUS              ,2625 EAST AIR LANE  GATE 108 PHOENIX SKY HARBOR INTER                  ,PHOENIX                  ,AZ        ,85034-2626
06/30/2020 ,00301217     ,ASHLAND UNIVERSITY                                                    ,ASHLAND UNIVERSITY - DETROIT CENTER FOR THEOLOGICAL EDUCATION         ,24901 NORTHWESTERN HIGHWAY SUITE 600                                   ,SOUTHFIELD               ,MI        ,48075-2203
06/30/2020 ,00307822     ,WRIGHT STATE UNIVERSITY                                               ,WRIGHT STATE UNIVERSITY - ELLIS HUMAN DEVELOPMENT INSTITUTE           ,9 NORTH EDWIN C. MOSES BOULEVARD                                       ,DAYTON                   ,OH        ,45402-6837
06/30/2020 ,00346704     ,PRESENTATION COLLEGE                                                  ,PRESENTATION COLLEGE - FAIRMONT                                       ,115 SOUTH PARK STREET SUITE  117                                       ,FAIRMONT                 ,MN        ,56031-6031
